,K,acc,precision,recall,f1
0,100,0.7302197802197802,0.7316263142289128,0.7301765851667494,0.7297850575327836
1,100,0.671978021978022,0.6724464396404772,0.6720060041130348,0.671777366612544
2,100,0.6098901098901099,0.6684290657439447,0.6102132716015838,0.5731430964930477
3,100,0.7582417582417582,0.7695097026846762,0.7581291608853531,0.7556343254433247
4,100,0.682967032967033,0.6953044375644994,0.6828283816306988,0.6777761788060837
5,450,0.7692307692307693,0.8055705072103498,0.7694200814153863,0.7622436436565957
6,450,0.7862637362637362,0.7919629525597622,0.7861867965062148,0.7851845356411074
7,450,0.6186813186813187,0.7320623712856722,0.6190648702630965,0.5660181058285265
8,450,0.8203296703296703,0.8235814434700282,0.8202745082411644,0.8198593053774331
9,450,0.7598901098901099,0.7609853334885345,0.7599254436969494,0.7596543645182707
10,800,0.8093406593406594,0.809340945977278,0.8093398253107418,0.8093401413057818
11,800,0.6857142857142857,0.7650849866888318,0.6860145948733183,0.6604991416600139
12,800,0.771978021978022,0.783953199983869,0.772090655827383,0.7695974131948417
13,800,0.7846153846153846,0.795395974045662,0.7847201844223939,0.7826743868678598
14,800,0.762087912087912,0.7804935449166219,0.7619469411266044,0.7580541420095634
15,1150,0.7939560439560439,0.8015950674045411,0.7940433450589846,0.7926761364309494
16,1150,0.7868131868131868,0.7888203288853765,0.7868588176051414,0.7864601666080019
17,1150,0.7357142857142858,0.7797065139584825,0.7359319356743578,0.7250149912722368
18,1150,0.7917582417582417,0.8063825903541151,0.7918781450044017,0.7892894989019703
19,1150,0.7879120879120879,0.7931684325823428,0.7879854944879778,0.7869860521528199
20,1500,0.7840659340659341,0.7896959459459459,0.7841423549599746,0.7830425188252156
21,1500,0.7884615384615384,0.801203649042076,0.7883483738055475,0.7861554335960281
22,1500,0.7489010989010989,0.7755311417945538,0.7490716689671162,0.7427692311498686
23,1500,0.8010989010989011,0.8029861771756338,0.8011421339719043,0.8008042328042329
24,1500,0.8225274725274725,0.82256038647343,0.8225218240814203,0.8225209893248727
25,1850,0.7510989010989011,0.792638820141295,0.7513057013714544,0.742043397007433
26,1850,0.8010989010989011,0.8025107658855206,0.8010612257713148,0.8008526423206574
27,1850,0.6785714285714286,0.7580232161147149,0.6788759556526454,0.6519895626286407
28,1850,0.7939560439560439,0.794300644680779,0.793937077571643,0.7938882817107786
29,1850,0.795054945054945,0.7957197360330395,0.7950287344870601,0.7949295774647888
30,2200,0.7587912087912088,0.786907112773666,0.7589629983854588,0.7528146270578543
31,2200,0.7818681318681319,0.7894058384896081,0.7819566259589734,0.7804747256085982
32,2200,0.7313186813186813,0.7665739710789766,0.7315182121944357,0.7222422482779413
33,2200,0.810989010989011,0.8176949720573882,0.8109090821266539,0.809958827650432
34,2200,0.7884615384615384,0.7907730442574412,0.788412375814969,0.7880206721441859
35,2550,0.7807692307692308,0.7925824175824175,0.7808794600645574,0.7785792887570857
36,2550,0.7818681318681319,0.7862721873176091,0.7819360970125553,0.7810537262895827
37,2550,0.7791208791208791,0.7891972749296783,0.7792232571226387,0.777222657981789
38,2550,0.8032967032967033,0.8156166816781167,0.8034051484182447,0.801397012115648
39,2550,0.7884615384615384,0.7995171867479545,0.7885669467056475,0.7865327675400635
40,2900,0.7934065934065934,0.7973013493253374,0.7933435495031391,0.7927034221868408
41,2900,0.7895604395604395,0.7896596460202647,0.7895704499099745,0.789546144149992
42,2900,0.7813186813186813,0.7837291512169223,0.7813691358158867,0.780873866646338
43,2900,0.8214285714285714,0.8232993197278912,0.8213866941029997,0.8211563969922829
44,2900,0.798901098901099,0.8007749140705587,0.7989443291200691,0.7986031746031745
45,3250,0.7972527472527473,0.7983358862992981,0.7972857110079834,0.7970806664630161
46,3250,0.7736263736263737,0.7852735489440745,0.7737371980886343,0.7713397713397714
47,3250,0.7642857142857142,0.7867818078953985,0.7644393967387957,0.7596410038077313
48,3250,0.7857142857142857,0.8044631660181999,0.7858504840604806,0.782418374703883
49,3250,0.7906593406593406,0.7911978221415608,0.7906355399535563,0.7905530490506745
