,K,acc,precision,recall,f1
0,100,0.7093406593406594,0.716470461954758,0.7094399341141578,0.7069904082102823
1,100,0.6923076923076923,0.6933333333333334,0.6923471710508042,0.6919267395015694
2,100,0.5401098901098901,0.662240050976076,0.540585727068865,0.4343399686078623
3,100,0.7313186813186813,0.7401972591466321,0.7312126931683289,0.7287532028413892
4,100,0.6137362637362638,0.6764737937928909,0.6134079379397874,0.5756879326783568
5,100,0.7131868131868132,0.7205369127516779,0.7132866963974114,0.7108388849929874
6,100,0.5543956043956044,0.6672337103805821,0.5548460993190427,0.46470102905843425
7,100,0.6983516483516483,0.7173664112043752,0.6985137042793192,0.6917168217935146
8,100,0.7274725274725274,0.7380760188929271,0.7275881265404258,0.7244696761590819
9,100,0.5741758241758241,0.6440271906988029,0.5745575106358056,0.5159971436797051
10,450,0.7087912087912088,0.7873770695879496,0.7090782623816717,0.6876016120611816
11,450,0.6664835164835164,0.7458387025580054,0.6667952744780515,0.6374543634678022
12,450,0.6230769230769231,0.7450523585934485,0.6234641027220176,0.569891139589362
13,450,0.7604395604395604,0.7950939253109537,0.7606276544229615,0.7532817212324721
14,450,0.7769230769230769,0.779916369074871,0.7768660510397911,0.7763006844305373
15,450,0.7450549450549451,0.7904805218393665,0.7452720025021162,0.7347935266104648
16,450,0.756043956043956,0.7758614188135767,0.7561909868264544,0.7516531257260661
17,450,0.7752747252747253,0.7902742139133268,0.7753994389559702,0.7723869586821084
18,450,0.7862637362637362,0.7862716825829263,0.786266497121721,0.7862631555272309
19,450,0.7362637362637363,0.7740517906151028,0.7364674996588572,0.7269576784401582
20,800,0.7681318681318682,0.7919368635999889,0.7682885741922162,0.763376831115312
21,800,0.7214285714285714,0.789338061465721,0.721694507540765,0.704219568744092
22,800,0.7807692307692308,0.7807692307692308,0.7807695698219658,0.7807691645843391
23,800,0.8016483516483517,0.801651764796808,0.8016463007442347,0.8016468545982867
24,800,0.7873626373626373,0.7873628178375454,0.7873617767923884,0.7873620596119238
25,800,0.7906593406593406,0.7907366071428572,0.7906681447508088,0.7906486594684972
26,800,0.6379120879120879,0.743368700265252,0.6382733223926125,0.5942545156598921
27,800,0.7351648351648352,0.7847935376698969,0.7353939565196914,0.7232258805445374
28,800,0.7796703296703297,0.7949072376995764,0.779795048659641,0.7768390475098421
29,800,0.7956043956043956,0.7963562630511758,0.7956319232362314,0.7954848625449484
30,1150,0.6736263736263737,0.7793913723117263,0.67396410332581,0.6397644013600636
31,1150,0.7967032967032966,0.7982642998027614,0.7967429015129834,0.7964515957421083
32,1150,0.728021978021978,0.7783343935538591,0.7282553172990185,0.7152812344449975
33,1150,0.8214285714285714,0.8217068878833584,0.8214446581870042,0.821394871330329
34,1150,0.7285714285714285,0.784638818911477,0.7288150329851866,0.7146498852988261
35,1150,0.8115384615384615,0.8128443526170799,0.81157385771508,0.811353425697407
36,1150,0.7445054945054945,0.7679035167055414,0.7446676061678615,0.7388858326666381
37,1150,0.7923076923076923,0.7980060924951538,0.7923835193618154,0.7913390985324948
38,1150,0.7714285714285715,0.7980226830926287,0.7715925269804698,0.7662849205124247
39,1150,0.7313186813186813,0.7706554637033022,0.7315278728751031,0.7213042627314361
40,1500,0.7313186813186813,0.7779999304061382,0.7315435714811876,0.7196700599951051
41,1500,0.7703296703296704,0.8042431592943551,0.7705129459158868,0.763826851889795
42,1500,0.762087912087912,0.7769642857142858,0.762215025015125,0.7589086122116951
43,1500,0.7697802197802198,0.8033752388396734,0.7699628909103864,0.763306152866768
44,1500,0.7527472527472527,0.7873709483793517,0.7529377526117047,0.745161808249663
45,1500,0.7928571428571428,0.7935077256709135,0.7928828557938121,0.7927519671708774
46,1500,0.7505494505494505,0.7922812410708127,0.7507568539510372,0.7414186984186195
47,1500,0.7813186813186813,0.7824613172560863,0.7813534372098022,0.7811114495549464
48,1500,0.7824175824175824,0.7833383202160148,0.7824487168804696,0.7822532402791624
49,1500,0.7483516483516484,0.7665762872588353,0.7484950470897804,0.7440479699720945
50,1850,0.7456043956043956,0.7914316392269147,0.7458220575076169,0.7353054905593464
51,1850,0.7824175824175824,0.7854551400876928,0.7824740761672215,0.7818601813110182
52,1850,0.7164835164835165,0.7729551914662578,0.7167331442255093,0.7011699657869013
53,1850,0.782967032967033,0.8082905982905983,0.7831243607346465,0.7784809444002269
54,1850,0.8076923076923077,0.8133046656315808,0.807765738154496,0.8068526379624015
55,1850,0.7824175824175824,0.8066507224060544,0.7825718905589791,0.7780955231159734
56,1850,0.6978021978021978,0.7689025279872003,0.6980844077821613,0.6766006169465153
57,1850,0.7840659340659341,0.7860018671957054,0.7841109577478056,0.7837179788398858
58,1850,0.7593406593406593,0.7918839154627721,0.7595239216567101,0.7525267012625124
59,1850,0.7450549450549451,0.7910814168956073,0.7452732100871997,0.734673872062335
60,2200,0.7714285714285715,0.7817146952219511,0.7715333553113819,0.7693687370842593
61,2200,0.7835164835164835,0.7868517497882803,0.7834570504251304,0.782860949612403
62,2200,0.701098901098901,0.7575273176570524,0.7013557557731623,0.683945471911088
63,2200,0.7214285714285714,0.7774471159368596,0.7216751861794303,0.7067642148997489
64,2200,0.6994505494505494,0.7776311902459985,0.6997418183091635,0.6768817272355203
65,2200,0.7752747252747253,0.8011682934043183,0.775435666508473,0.7704072112085252
66,2200,0.7307692307692307,0.7713516404477805,0.7309814406248528,0.7204301075268817
67,2200,0.7972527472527473,0.7990646258503401,0.7972953716886507,0.7969609138119365
68,2200,0.782967032967033,0.79140559732665,0.7830603587252248,0.7814223267865433
69,2200,0.7835164835164835,0.7837499743162378,0.7835005234881336,0.7834652326839827
70,2550,0.8076923076923077,0.8107181481115707,0.8077464167931612,0.8072416614618889
71,2550,0.6857142857142857,0.775709230964726,0.686027878309236,0.6580111666068784
72,2550,0.7615384615384615,0.7729302472051646,0.7616504789886234,0.7590759800692015
73,2550,0.8126373626373626,0.8139477360027936,0.8126727601409977,0.812453405722495
74,2550,0.762087912087912,0.7883998385177631,0.7622536677377947,0.7566116747702425
75,2550,0.7785714285714286,0.7966832235539718,0.7787070144994741,0.7751964571358865
76,2550,0.8032967032967033,0.811287674627513,0.8033846194718264,0.8020575611605558
77,2550,0.795054945054945,0.7988714632332798,0.7951168881981502,0.7944218382962384
78,2550,0.7796703296703297,0.7811893015305726,0.7797105177038011,0.7793889380096277
79,2550,0.7703296703296704,0.7959701959934515,0.7704912093843852,0.7653166109541949
80,2900,0.7978021978021979,0.8056500325248583,0.797890107342238,0.7965284427572195
81,2900,0.7467032967032967,0.791536206591727,0.7469185447633677,0.7366851045467028
82,2900,0.7945054945054945,0.7953216586692433,0.7945342283953971,0.7943741382914578
83,2900,0.8115384615384615,0.8173154487860543,0.8116125004377497,0.8107017523111907
84,2900,0.7752747252747253,0.7795773680777286,0.7753426824570492,0.7744357029028699
85,2900,0.8021978021978022,0.8139126618389292,0.8023038308221602,0.8003731729818861
86,2900,0.7939560439560439,0.7960670003550911,0.7940022871661481,0.7936055522374519
87,2900,0.7741758241758242,0.8073112799203567,0.7743560854438902,0.7679976155258792
88,2900,0.7895604395604395,0.7922222872070808,0.7896127153878945,0.7891004258473455
89,2900,0.7648351648351648,0.7879577613571795,0.7649906593293797,0.7600885038609563
90,3250,0.7412087912087912,0.7789947302608073,0.7414107491978617,0.7322451804788427
91,3250,0.7807692307692308,0.7828947368421053,0.7808166656402193,0.7803761170141822
92,3250,0.7186813186813187,0.7723358134630032,0.7189249111519275,0.7042525126983785
93,3250,0.8021978021978022,0.8033390903857225,0.8022313757171546,0.802023517865625
94,3250,0.7467032967032967,0.7788310994004659,0.7468895627213654,0.7392850739446346
95,3250,0.778021978021978,0.7780273525948737,0.778019294794463,0.7780195654825376
96,3250,0.7796703296703297,0.7933996383363472,0.7797890107342238,0.7771116625310174
97,3250,0.7752747252747253,0.7826382278280184,0.7753632114034674,0.7738392009418555
98,3250,0.7912087912087912,0.7916122034652502,0.7912290680220602,0.7911442252405043
99,3250,0.7791208791208791,0.7864820493758324,0.7792087661016376,0.7777294401858756
100,3600,0.7791208791208791,0.7929698932332941,0.7792401633138066,0.7765291461412152
101,3600,0.7736263736263737,0.7971103757821971,0.7737806711516376,0.7691296856661137
102,3600,0.7692307692307693,0.7692778746054925,0.769223245046788,0.769217113438665
103,3600,0.7851648351648352,0.7855900552005071,0.7851434429941349,0.7850760080470404
104,3600,0.7818681318681319,0.8046441672014986,0.7820182127982283,0.7777751122519562
105,3600,0.7763736263736264,0.7890909090909091,0.7764886807012206,0.7739357440872298
106,3600,0.7917582417582417,0.8096610707989997,0.7918902208552359,0.7887551905469341
107,3600,0.7846153846153846,0.7939125806085674,0.7847129389118934,0.7829378118534744
108,3600,0.8192307692307692,0.8282398212512414,0.8193217236103413,0.8180110078448142
109,3600,0.7785714285714286,0.7786289231601731,0.7785633118745464,0.7785563866643519
110,3950,0.7928571428571428,0.7932870907824472,0.7928780254534784,0.7927890192132361
111,3950,0.8104395604395604,0.8129061701350857,0.81048823872508,0.8100817292816225
112,3950,0.7593406593406593,0.7770218614107488,0.7594792410086233,0.7555035921796482
113,3950,0.8032967032967033,0.8086465939093717,0.803368920865742,0.8024663511270054
114,3950,0.7467032967032967,0.7710869415315416,0.7468678261898638,0.7409599812779353
115,3950,0.7796703296703297,0.7797101449275362,0.7796767053214652,0.7796649416919083
116,3950,0.7686813186813187,0.7721622705748836,0.7687432299761261,0.7679667397391859
117,3950,0.7445054945054945,0.7970875551177409,0.7447364385176168,0.7327956620892835
118,3950,0.7175824175824176,0.7831419284260223,0.7178465376724281,0.7003879186651909
119,3950,0.7868131868131868,0.7869497510688757,0.7868250052228055,0.7867923320600131
120,4300,0.8104395604395604,0.8226135456967799,0.8105462028090844,0.8086706127019676
121,4300,0.7851648351648352,0.7890023541388306,0.7852279739499746,0.7844745472987236
122,4300,0.7670329670329671,0.7744816658166842,0.76712325458671,0.7654821643910219
123,4300,0.7994505494505495,0.806584463869003,0.7995342344333226,0.7983077035648498
124,4300,0.7884615384615384,0.79978146436439,0.788568154290731,0.7864874953340799
125,4300,0.75,0.7860041743970315,0.7501947230947025,0.7419733971799354
126,4300,0.7346153846153847,0.7713748213647731,0.7348173346423555,0.7254234016375393
127,4300,0.7016483516483516,0.773704300230463,0.7019299624803315,0.6808126155659806
128,4300,0.7730769230769231,0.7821416268515884,0.7729782308637011,0.7711963594024671
129,4300,0.7582417582417582,0.7771860438303424,0.7583851689230394,0.7541072200605274
130,4650,0.7571428571428571,0.7894120666964556,0.7573261168048748,0.7502666711370559
131,4650,0.7967032967032966,0.7968441743109844,0.7967151270560646,0.7966834094386723
132,4650,0.7802197802197802,0.7804871267644111,0.7802026086252972,0.7801600483164729
133,4650,0.8181318681318681,0.8218048713738368,0.8180730806340788,0.8175921448531899
134,4650,0.7884615384615384,0.7995171867479545,0.7885669467056475,0.7865327675400635
135,4650,0.7791208791208791,0.7791536184556151,0.7791266503159646,0.7791166113582679
136,4650,0.8104395604395604,0.8162365083349329,0.8103650650465706,0.8095411424801511
137,4650,0.7763736263736264,0.7831601731601732,0.7764584910741349,0.7750615761115964
138,4650,0.7785714285714286,0.7789356721752294,0.7785910863314652,0.7785071686357502
139,4650,0.7401098901098901,0.7619848944507648,0.7402683737089406,0.7346529074718913
